"Город","Название города","Страна","Регион","Справка","Спорный"
"Ханты-Мансийск","Ханты-Мансийск","Россия","Ханты-Мансийский АО — Югра","https://ru.wikipedia.org/wiki/Ханты-Мансийск",
"Ханчжоу","Ханчжоу","Китай",,"https://ru.wikipedia.org/wiki/Ханчжоу",
"Харабали","Харабали","Россия","Астраханская область","https://ru.wikipedia.org/wiki/Харабали",
"Хараре","Хараре","Зимбабве",,"https://ru.wikipedia.org/wiki/Хараре",
"Харбин","Харбин","Китай",,"https://ru.wikipedia.org/wiki/Харбин",
"Харлем","Харлем","Нидерланды",,"https://ru.wikipedia.org/wiki/Харлем",
"Харлу","Харлу","Россия",,"https://ru.wikipedia.org/wiki/Харлу",
"Харовск","Харовск","Россия","Вологодская область","https://ru.wikipedia.org/wiki/Харовск",
"Харрогит","Харрогит","Великобритания",,"https://ru.wikipedia.org/wiki/Харрогит",
"Хартум","Хартум","Судан",,"https://ru.wikipedia.org/wiki/Хартум",
"Харцызск","Харцызск",,,"https://ru.wikipedia.org/wiki/Харцызск","Да"
"Харьков","Харьков",,,"https://ru.wikipedia.org/wiki/Харьков","Да"
"Хасавюрт","Хасавюрт","Россия","Дагестан","https://ru.wikipedia.org/wiki/Хасавюрт",
"Хасанья","Хасанья","Россия",,"https://ru.wikipedia.org/wiki/Хасанья",
"Хасвик","Хасвик","Норвегия",,"https://ru.wikipedia.org/wiki/Хасвик",
"Хашури","Хашури","Грузия",,"https://ru.wikipedia.org/wiki/Хашури",
"Хвалынск","Хвалынск","Россия","Саратовская область","https://ru.wikipedia.org/wiki/Хвалынск",
"Хельсингборг","Хельсингборг","Швеция",,"https://ru.wikipedia.org/wiki/Хельсингборг",
"Хельсинки","Хельсинки","Финляндия",,"https://ru.wikipedia.org/wiki/Хельсинки",
"Херенвен","Херенвен","Нидерланды",,"https://ru.wikipedia.org/wiki/Херенвен",
"Херингсдорф","Херингсдорф","Германия",,"https://ru.wikipedia.org/wiki/Херингсдорф",
"Херсон","Херсон",,,"https://ru.wikipedia.org/wiki/Херсон","Да"
"Херсонес Таврический","Херсонес",,,"https://ru.wikipedia.org/wiki/Херсонес_Таврический",
"Хертенштейн","Хертенштейн","Швейцария",,"https://ru.wikipedia.org/wiki/Хертенштайн",
"Хилверсюм","Хилверсюм","Нидерланды",,"https://ru.wikipedia.org/wiki/Хилверсюм",
"Хилок","Хилок","Россия","Забайкальский край","https://ru.wikipedia.org/wiki/Хилок_(город)",
"Химки","Химки","Россия","Московская область","https://ru.wikipedia.org/wiki/Химки",
"Хин Тахлар","Хин Тахлар","Азербайджан",,"https://ru.wikipedia.org/wiki/Хинтаглар",
"Хиросима","Хиросима","Япония",,"https://ru.wikipedia.org/wiki/Хиросима",
"Хихон","Хихон","Испания",,"https://ru.wikipedia.org/wiki/Хихон",
"Хмельницкий (город)","Хмельницкий",,,"https://ru.wikipedia.org/wiki/Хмельницкий_(город)","Да"
"Хобарт","Хобарт","Австралия",,"https://ru.wikipedia.org/wiki/Хобарт",
"Ход-ха-Шарон","Ход-ха-Шарон","Израиль",,"https://ru.wikipedia.org/wiki/Ход-ха-Шарон",
"Ходейда","Ходейда","Йемен",,"https://ru.wikipedia.org/wiki/Ходейда",
"Ходжалы","Ходжалы","Нагорно-Карабахская Республика/Азербайджан",,"https://ru.wikipedia.org/wiki/Ходжалы","Да"
"Хоккенхайм","Хоккенхайм","Германия",,"https://ru.wikipedia.org/wiki/Хоккенхайм",
"Холм","Холм","Россия","Новгородская область","https://ru.wikipedia.org/wiki/Холм_(город)",
"Холмск","Холмск","Россия","Сахалинская область","https://ru.wikipedia.org/wiki/Холмск",
"Холон (город)","Холон","Израиль",,"https://ru.wikipedia.org/wiki/Холон_(город)",
"Хониара","Хониара","Соломоновы Острова",,"https://ru.wikipedia.org/wiki/Хониара",
"Хоторн (Калифорния)","Хоторн","США",,"https://en.wikipedia.org/wiki/Hawthorne,_California",
"Хотьково","Хотьково","Россия","Московская область","https://ru.wikipedia.org/wiki/Хотьково",
"Хохфильцен","Хохфильцен","Австрия",,"https://ru.wikipedia.org/wiki/Хохфильцен",
"Хоххайм-ам-Майн","Хоххайм-ам-Майн","Германия",,"https://ru.wikipedia.org/wiki/Хоххайм-ам-Майн",
"Хошимин","Хошимин","Вьетнам",,"https://ru.wikipedia.org/wiki/Хошимин",
"Хуанган","Хуанган","Китай",,"https://ru.wikipedia.org/wiki/Хуанган",
"Хуахин","Хуахин","Таиланд",,"https://ru.wikipedia.org/wiki/Хуахин",
"Худжанд","Худжанд","Таджикистан",,"https://ru.wikipedia.org/wiki/Худжанд",
"Хулун-Буир","Хулун-Буир","Китай",,"https://ru.wikipedia.org/wiki/Хулун-Буир",
"Хуэйчжоу","Хуэйчжоу","Китай",,"https://ru.wikipedia.org/wiki/Хойчжоу",
"Хцаберд","Хцаберд","Азербайджан",,"https://ru.wikipedia.org/wiki/Хцаберт",
"Хьюстон","Хьюстон","США",,"https://ru.wikipedia.org/wiki/Хьюстон",
"Хэфэй","Хэфэй","Китай",,"https://ru.wikipedia.org/wiki/Хэфэй",
"Хямекоски","Хямекоски","Россия",,"https://ru.wikipedia.org/wiki/Хямекоски",
"Хямеэнлинна","Хямеэнлинна","Финляндия",,"https://ru.wikipedia.org/wiki/Хямеэнлинна",
"Целе","Целе","Словения",,"https://ru.wikipedia.org/wiki/Целе",
"Цесис","Цесис","Латвия",,"https://ru.wikipedia.org/wiki/Цесис",
"Цзинань","Цзинань","Китай",,"https://ru.wikipedia.org/wiki/Цзинань",
"Цзинин","Цзинин","Китай",,"https://ru.wikipedia.org/wiki/Цзинин",
"Цзиньхуа","Цзиньхуа","Китай",,"https://ru.wikipedia.org/wiki/Цзиньхуа",
"Цзянмэнь","Цзянмэнь","Китай",,"https://ru.wikipedia.org/wiki/Цзянмынь",
"Цивильск","Цивильск","Россия","Чувашия","https://ru.wikipedia.org/wiki/Цивильск",
"Цимлянск","Цимлянск","Россия","Ростовская область","https://ru.wikipedia.org/wiki/Цимлянск",
"Циндао","Циндао","Китай",,"https://ru.wikipedia.org/wiki/Циндао",
"Цинциннати","Цинциннати","США",,"https://ru.wikipedia.org/wiki/Цинциннати",
"Циолковский","Циолковский","Россия","Амурская область","https://ru.wikipedia.org/wiki/Циолковский_(город)",
"Цуг (город)","Цуг","Швейцария",,"https://ru.wikipedia.org/wiki/Цуг_(город)",
"Цхинвали","Цхинвали","Южная Осетия",,"https://ru.wikipedia.org/wiki/Цхинвал",
"Цюаньчжоу","Цюаньчжоу","Китай",,"https://ru.wikipedia.org/wiki/Цюаньчжоу",
"Цюрих","Цюрих","Швейцария",,"https://ru.wikipedia.org/wiki/Цюрих",
"Чадан","Чадан","Россия","Тыва","https://ru.wikipedia.org/wiki/Чадан",
"Чадыр-Лунга","Чадыр-Лунга","Молдавия",,"https://ru.wikipedia.org/wiki/Чадыр-Лунга",
"Чайковский","Чайковский","Россия","Пермский край","https://ru.wikipedia.org/wiki/Чайковский_(город)",
"Чанша","Чанша","Китай",,"https://ru.wikipedia.org/wiki/Чанша",
"Чапаевск","Чапаевск","Россия","Самарская область","https://ru.wikipedia.org/wiki/Чапаевск",
"Чаплыгин","Чаплыгин","Россия","Липецкая область","https://ru.wikipedia.org/wiki/Чаплыгин_(город)",
"Чарикар","Чарикар","Афганистан",,"https://ru.wikipedia.org/wiki/Чарикар",
"Чарлстон (Южная Каролина)","Чарлстон","США",,"https://ru.wikipedia.org/wiki/Чарлстон_(Южная_Каролина)",
"Чартар","Чартар","Нагорно-Карабахская Республика/Азербайджан",,"https://ru.wikipedia.org/wiki/Чартар_(собирательное_название)",
"Чаусы (Брянская область)","Чаусы","Россия",,"https://ru.wikipedia.org/wiki/Чаусы_(Брянская_область)",
"Чаусы (город)","Чаусы","Белоруссия",,"https://ru.wikipedia.org/wiki/Чаусы",
"Чебаркуль","Чебаркуль","Россия","Челябинская область","https://ru.wikipedia.org/wiki/Чебаркуль_(город)",
"Чебоксары","Чебоксары","Россия","Чувашия","https://ru.wikipedia.org/wiki/Чебоксары",
"Чегем","Чегем","Россия","Кабардино-Балкария","https://ru.wikipedia.org/wiki/Чегем_(город)",
